DETAILSID,ORDERNUMBER,QUANTITYORDERED,PRODUCTCODE,PRICEEACH,SALES,DEALSIZEID
1783,10396,27,S24_3151,83.2,2246.4,
1784,10414,60,S24_3151,101.79,6107.4,
1785,10110,27,S24_3191,73.62,1987.74,
1786,10124,49,S24_3191,83.04,4068.96,
1787,10148,31,S24_3191,73.62,2282.22,
1788,10161,20,S24_3191,77.05,1541.0,
1789,10172,24,S24_3191,81.33,1951.92,
1790,10182,33,S24_3191,94.17,3107.61,
1791,10192,32,S24_3191,72.77,2328.64,
1792,10204,40,S24_3191,79.62,3184.8,
1793,10212,27,S24_3191,79.62,2149.74,
1794,10227,40,S24_3191,79.62,3184.8,
1795,10241,26,S24_3191,81.33,2114.58,
1796,10267,44,S24_3191,96.74,4256.56,
1797,10279,33,S24_3191,71.06,2344.98,
1798,10288,34,S24_3191,68.49,2328.66,
1799,10302,48,S24_3191,74.48,3575.04,
1800,10311,25,S24_3191,83.04,2076.0,
1801,10321,39,S24_3191,84.75,3305.25,
1802,10332,45,S24_3191,34.19,1538.55,
1803,10346,24,S24_3191,138.58,3325.92,
1804,10368,46,S24_3191,79.62,3662.52,
1805,10380,44,S24_3191,79.06,3478.64,
1806,10407,13,S24_3191,81.33,1057.29,
1807,10420,35,S24_3191,96.74,3385.9,
1808,10108,30,S24_3371,63.07,1892.1,
1809,10122,34,S24_3371,50.21,1707.14,
1810,10135,27,S24_3371,66.13,1785.51,
1811,10147,30,S24_3371,68.58,2057.4,
1812,10169,34,S24_3371,50.21,1707.14,
1813,10181,23,S24_3371,65.52,1506.96,
1814,10191,48,S24_3371,60.01,2880.48,
1815,10203,34,S24_3371,64.9,2206.6,
1816,10211,48,S24_3371,48.98,2351.04,
1817,10225,24,S24_3371,50.21,1205.04,
1818,10238,47,S24_3371,62.45,2935.15,
1819,10253,24,S24_3371,52.66,1263.84,
1820,10266,47,S24_3371,62.45,2935.15,
1821,10276,20,S24_3371,61.23,1224.6,
1822,10287,20,S24_3371,67.97,1359.4,
1823,10300,31,S24_3371,58.78,1822.18,
1824,10310,38,S24_3371,56.94,2163.72,
1825,10320,26,S24_3371,61.23,1591.98,
1826,10331,25,S24_3371,123.14,3078.5,
1827,10342,48,S24_3371,62.45,2997.6,
1828,10355,44,S24_3371,62.45,2747.8,
1829,10363,21,S24_3371,116.56,2447.76,
1830,10378,46,S24_3371,41.54,1910.84,
1831,10390,46,S24_3371,52.84,2430.64,
1832,10419,55,S24_3371,52.66,2896.3,
1833,10106,31,S24_3420,52.6,1630.6,
1834,10119,20,S24_3420,72.98,1459.6,
1835,10131,29,S24_3420,59.18,1716.22,
1836,10143,33,S24_3420,77.59,2560.47,
1837,10155,34,S24_3420,55.89,1900.26,
1838,10167,32,S24_3420,63.12,2019.84,
1839,10178,27,S24_3420,73.64,1988.28,
1840,10186,21,S24_3420,69.04,1449.84,
1841,10198,27,S24_3420,71.67,1935.09,
1842,10222,43,S24_3420,70.35,3025.05,
1843,10249,25,S24_3420,69.7,1742.5,
1844,10262,46,S24_3420,70.35,3236.1,
1845,10274,24,S24_3420,72.33,1735.92,
1846,10284,39,S24_3420,71.67,2795.13,
1847,10296,31,S24_3420,53.92,1671.52,
1848,10307,22,S24_3420,71.67,1576.74,
1849,10316,47,S24_3420,76.93,3615.71,
1850,10328,20,S24_3420,72.98,1459.6,
1851,10339,29,S24_3420,99.69,2891.01,
1852,10351,38,S24_3420,68.38,2598.44,
1853,10361,34,S24_3420,113.88,3871.92,
1854,10373,46,S24_3420,66.0,3036.0,
1855,10386,35,S24_3420,63.76,2231.6,
1856,10398,34,S24_3420,71.67,2436.78,
1857,10400,38,S24_3420,57.2,2173.6,
1858,10415,18,S24_3420,69.7,1254.6,
1859,10110,37,S24_3432,100.66,3724.42,
1860,10124,43,S24_3432,121.0,5203.0,
1861,10148,27,S24_3432,128.5,3469.5,
1862,10161,30,S24_3432,104.94,3148.2,
1863,10172,22,S24_3432,98.51,2167.22,
1864,10182,49,S24_3432,127.43,6244.07,
1865,10192,46,S24_3432,121.0,5566.0,
1866,10204,48,S24_3432,91.02,4368.96,
1867,10212,46,S24_3432,87.81,4039.26,
1868,10226,48,S24_3432,92.09,4420.32,
1869,10241,27,S24_3432,86.73,2341.71,
1870,10267,43,S24_3432,118.86,5110.98,
1871,10279,48,S24_3432,128.5,6168.0,
1872,10288,41,S24_3432,118.86,4873.26,
1873,10301,22,S24_3432,96.37,2120.14,
1874,10311,46,S24_3432,92.09,4236.14,
1875,10321,21,S24_3432,89.95,1888.95,
1876,10332,31,S24_3432,37.18,1152.58,
1877,10346,26,S24_3432,95.88,2492.88,
1878,10368,20,S24_3432,99.58,1991.6,
1879,10380,34,S24_3432,116.27,3953.18,
1880,10407,43,S24_3432,86.73,3729.39,
1881,10420,26,S24_3432,100.66,2617.16,
1882,10105,50,S24_3816,79.67,3983.5,
1883,10119,35,S24_3816,90.57,3169.95,
1884,10129,50,S24_3816,77.99,3899.5,
1885,10143,23,S24_3816,80.51,1851.73,
1886,10155,37,S24_3816,67.93,2513.41,
1887,10167,29,S24_3816,83.86,2431.94,
1888,10178,21,S24_3816,72.12,1514.52,
1889,10186,36,S24_3816,85.54,3079.44,
1890,10197,22,S24_3816,86.38,1900.36,
1891,10222,46,S24_3816,80.51,3703.46,
1892,10248,23,S24_3816,76.31,1755.13,
1893,10262,49,S24_3816,87.21,4273.29,
1894,10273,48,S24_3816,83.02,3984.96,
1895,10283,33,S24_3816,72.96,2407.68,
1896,10296,22,S24_3816,77.15,1697.3,
1897,10307,22,S24_3816,91.41,2011.02,
1898,10316,25,S24_3816,92.25,2306.25,
1899,10326,20,S24_3816,92.25,1845.0,
1900,10339,42,S24_3816,59.36,2493.12,
1901,10350,25,S24_3816,60.34,1508.5,
1902,10373,23,S24_3816,104.1,2394.3,
1903,10385,37,S24_3816,85.54,3164.98,
1904,10396,37,S24_3816,90.57,3351.09,
1905,10400,42,S24_3816,72.96,3064.32,
1906,10414,51,S24_3816,76.31,3891.81,
1907,10108,40,S24_3856,136.22,5448.8,
1908,10122,43,S24_3856,127.79,5494.97,
1909,10135,47,S24_3856,134.81,6336.07,
1910,10147,23,S24_3856,126.39,2906.97,
1911,10170,34,S24_3856,112.34,3819.56,
1912,10181,25,S24_3856,154.47,3861.75,
1913,10192,45,S24_3856,140.43,6319.35,
1914,10203,47,S24_3856,148.86,6996.42,
1915,10212,49,S24_3856,141.83,6949.67,
1916,10225,40,S24_3856,113.75,4550.0,
1917,10239,29,S24_3856,154.47,4479.63,
1918,10253,39,S24_3856,132.0,5148.0,
1919,10266,24,S24_3856,122.17,2932.08,
1920,10278,25,S24_3856,126.39,3159.75,
1921,10287,36,S24_3856,119.37,4297.32,
1922,10301,50,S24_3856,154.47,7723.5,
1923,10310,45,S24_3856,122.17,5497.65,
1924,10321,26,S24_3856,155.88,4052.88,
1925,10331,21,S24_3856,149.33,3135.93,
1926,10342,42,S24_3856,119.37,5013.54,
1927,10355,32,S24_3856,165.71,5302.72,
1928,10363,31,S24_3856,94.58,2931.98,
1929,10378,33,S24_3856,53.27,1757.91,
1930,10390,45,S24_3856,150.29,6763.05,
1931,10405,76,S24_3856,154.47,11739.7,
1932,10419,70,S24_3856,132.0,9240.0,
1933,10106,50,S24_3949,64.83,3241.5,
1934,10119,28,S24_3949,70.29,1968.12,
1935,10131,50,S24_3949,81.89,4094.5,
1936,10143,28,S24_3949,66.19,1853.32,
1937,10155,44,S24_3949,77.11,3392.84,
1938,10168,27,S24_3949,73.02,1971.54,
1939,10178,30,S24_3949,72.33,2169.9,
1940,10198,43,S24_3949,66.19,2846.17,
1941,10210,29,S24_3949,69.6,2018.4,
1942,10222,48,S24_3949,56.64,2718.72,
1943,10235,33,S24_3949,60.05,1981.65,
1944,10250,40,S24_3949,75.06,3002.4,
1945,10262,48,S24_3949,61.42,2948.16,
1946,10275,41,S24_3949,81.89,3357.49,
1947,10284,21,S24_3949,55.96,1175.16,
1948,10296,32,S24_3949,71.65,2292.8,
1949,10308,43,S24_3949,76.43,3286.49,
1950,10316,30,S24_3949,77.79,2333.7,
1951,10328,35,S24_3949,76.43,2675.05,
1952,10339,45,S24_3949,96.92,4361.4,
1953,10351,34,S24_3949,59.37,2018.58,
1954,10361,26,S24_3949,142.73,3710.98,
1955,10373,39,S24_3949,73.0,2847.0,
1956,10386,41,S24_3949,73.32,3006.12,
1957,10398,41,S24_3949,68.24,2797.84,
1958,10401,64,S24_3949,60.05,3843.2,
1959,10416,18,S24_3949,75.06,1351.08,
1960,10100,49,S24_3969,34.47,1689.03,
1961,10110,48,S24_3969,34.47,1654.56,
1962,10124,46,S24_3969,33.23,1528.58,
1963,10149,26,S24_3969,38.98,1013.48,
1964,10173,35,S24_3969,33.23,1163.05,
1965,10182,23,S24_3969,42.26,971.98,
1966,10193,22,S24_3969,41.03,902.66,
1967,10204,39,S24_3969,33.23,1295.97,
1968,10214,44,S24_3969,34.88,1534.72,
1969,10227,27,S24_3969,43.9,1185.3,
1970,10242,46,S24_3969,36.93,1698.78,
1971,10280,33,S24_3969,41.85,1381.05,
1972,10288,33,S24_3969,40.62,1340.46,
1973,10303,24,S24_3969,40.21,965.04,
1974,10312,31,S24_3969,35.29,1093.99,
1975,10332,41,S24_3969,77.24,3166.84,
1976,10346,22,S24_3969,97.44,2143.68,
1977,10368,46,S24_3969,37.34,1717.64,
1978,10380,43,S24_3969,95.03,4086.29,
1979,10408,15,S24_3969,36.93,553.95,
1980,10420,15,S24_3969,43.49,652.35,
1981,10104,26,S24_4048,112.37,2921.62,
1982,10115,44,S24_4048,126.56,5568.64,
1983,10127,20,S24_4048,96.99,1939.8,
1984,10141,40,S24_4048,94.62,3784.8,
1985,10152,23,S24_4048,121.83,2802.09,
1986,10165,24,S24_4048,99.36,2384.64,
1987,10176,29,S24_4048,100.54,2915.66,
1988,10184,49,S24_4048,118.28,5795.72,
1989,10195,34,S24_4048,108.82,3699.88,
1990,10207,28,S24_4048,106.45,2980.6,
1991,10220,37,S24_4048,136.02,5032.74,
1992,10230,45,S24_4048,105.27,4737.15,
1993,10246,46,S24_4048,137.2,6311.2,
1994,10271,22,S24_4048,139.57,3070.54,
1995,10282,39,S24_4048,123.01,4797.39,
1996,10292,27,S24_4048,141.94,3832.38,
1997,10305,36,S24_4048,128.93,4641.48,
1998,10314,38,S24_4048,105.27,4000.26,
1999,10325,44,S24_4048,121.04,5325.76,
2000,10336,31,S24_4048,148.99,4618.69,
2001,10349,23,S24_4048,138.39,3182.97,
2002,10359,22,S24_4048,118.32,2603.04,
2003,10371,28,S24_4048,50.32,1408.96,
2004,10383,21,S24_4048,93.91,1972.11,
2005,10394,37,S24_4048,140.75,5207.75,
2006,10412,31,S24_4048,137.2,4253.2,
2007,10103,25,S24_4258,114.92,2873.0,
2008,10126,34,S24_4258,105.18,3576.12,
2009,10139,29,S24_4258,112.97,3276.13,
2010,10149,20,S24_4258,90.57,1811.4,
2011,10163,42,S24_4258,91.55,3845.1,
2012,10173,22,S24_4258,116.87,2571.14,
2013,10183,47,S24_4258,107.13,5035.11,
2014,10193,20,S24_4258,113.95,2279.0,
2015,10206,33,S24_4258,97.39,3213.87,
2016,10215,39,S24_4258,90.57,3532.23,
2017,10228,33,S24_4258,103.23,3406.59,
2018,10244,40,S24_4258,86.68,3467.2,
2019,10257,46,S24_4258,78.89,3628.94,
2020,10269,48,S24_4258,97.39,4674.72,
2021,10280,21,S24_4258,78.89,1656.69,
2022,10290,45,S24_4258,114.92,5171.4,
2023,10304,33,S24_4258,101.29,3342.57,
2024,10312,44,S24_4258,111.02,4884.88,
2025,10324,33,S24_4258,189.93,6267.69,
2026,10348,39,S24_4258,50.31,1962.09,
2027,10358,41,S24_4258,167.0,6847.0,
2028,10369,40,S24_4258,86.92,3476.8,
2029,10382,33,S24_4258,139.17,4592.61,
2030,10423,28,S24_4258,78.89,2208.92,
2031,10106,26,S24_4278,63.76,1657.76,
2032,10120,29,S24_4278,85.49,2479.21,
2033,10133,46,S24_4278,77.52,3565.92,
2034,10145,33,S24_4278,84.77,2797.41,
2035,10168,48,S24_4278,78.25,3756.0,
2036,10210,40,S24_4278,71.0,2840.0,
2037,10223,23,S24_4278,74.62,1716.26,
2038,10235,40,S24_4278,81.14,3245.6,
2039,10250,37,S24_4278,74.62,2760.94,
2040,10263,24,S24_4278,75.35,1808.4,
2041,10275,27,S24_4278,62.31,1682.37,
2042,10284,21,S24_4278,71.0,1491.0,
2043,10297,23,S24_4278,72.45,1666.35,
2044,10308,44,S24_4278,83.32,3666.08,
2045,10317,35,S24_4278,83.32,2916.2,
2046,10328,43,S24_4278,60.86,2616.98,
2047,10340,40,S24_4278,84.77,3390.8,
2048,10353,35,S24_4278,89.9,3146.5,
2049,10361,25,S24_4278,62.46,1561.5,
2050,10375,43,S24_4278,233.48,10039.6,
2051,10386,50,S24_4278,63.34,3167.0,
2052,10398,45,S24_4278,78.25,3521.25,
2053,10401,52,S24_4278,81.14,4219.28,
2054,10416,48,S24_4278,74.62,3581.76,
2055,10108,31,S24_4620,68.71,2130.01,
2056,10122,29,S24_4620,71.14,2063.06,
2057,10135,23,S24_4620,87.31,2008.13,
2058,10147,31,S24_4620,64.67,2004.77,
2059,10169,24,S24_4620,94.58,2269.92,
2060,10180,28,S24_4620,71.14,1991.92,
2061,10191,44,S24_4620,66.29,2916.76,
2062,10211,22,S24_4620,92.16,2027.52,
2063,10225,46,S24_4620,70.33,3235.18,
2064,10238,22,S24_4620,93.77,2062.94,
2065,10252,38,S24_4620,87.31,3317.78,
2066,10264,47,S24_4620,83.27,3913.69,
2067,10276,48,S24_4620,75.18,3608.64,
2068,10287,40,S24_4620,88.12,3524.8,
2069,10299,32,S24_4620,80.84,2586.88,
2070,10310,49,S24_4620,97.01,4753.49,
2071,10319,43,S24_4620,85.69,3684.67,
2072,10331,41,S24_4620,139.4,5715.4,
2073,10343,30,S24_4620,103.29,3098.7,
2074,10355,28,S24_4620,95.39,2670.92,
2075,10363,43,S24_4620,119.87,5154.41,
2076,10378,41,S24_4620,119.37,4894.17,
2077,10390,30,S24_4620,82.42,2472.6,
2078,10103,31,S32_1268,104.01,3224.31,
2079,10114,32,S32_1268,114.61,3667.52,
2080,10126,43,S32_1268,96.31,4141.33,
2081,10140,26,S32_1268,108.83,2829.58,
2082,10151,27,S32_1268,113.65,3068.55,
2083,10164,24,S32_1268,109.79,2634.96,
2084,10175,22,S32_1268,110.76,2436.72,
2085,10184,46,S32_1268,100.16,4607.36,
2086,10194,37,S32_1268,97.27,3598.99,
2087,10207,49,S32_1268,80.9,3964.1,
2088,10217,21,S32_1268,106.9,2244.9,
2089,10229,25,S32_1268,111.72,2793.0,
2090,10245,37,S32_1268,111.72,4133.64,
2091,10259,45,S32_1268,86.68,3900.6,
2092,10270,32,S32_1268,85.72,2743.04,
2093,10281,29,S32_1268,82.83,2402.07,
2094,10291,26,S32_1268,83.79,2178.54,
2095,10305,28,S32_1268,112.68,3155.04,
2096,10313,27,S32_1268,87.64,2366.28,
2097,10324,20,S32_1268,98.18,1963.6,
2098,10335,44,S32_1268,107.87,4746.28,
2099,10348,42,S32_1268,152.07,6386.94,
2100,10358,41,S32_1268,108.0,4428.0,
2101,10371,26,S32_1268,155.54,4044.04,
2102,10382,26,S32_1268,104.17,2708.42,
2103,10411,26,S32_1268,111.72,2904.72,
2104,10425,41,S32_1268,86.68,3553.88,
2105,10107,20,S32_1374,92.9,1858.0,
2106,10120,22,S32_1374,111.88,2461.36,
2107,10133,23,S32_1374,114.87,2642.01,
2108,10145,33,S32_1374,93.9,3098.7,
2109,10168,28,S32_1374,115.87,3244.36,
2110,10188,44,S32_1374,98.89,4351.16,
2111,10210,46,S32_1374,79.91,3675.86,
2112,10223,21,S32_1374,117.87,2475.27,
2113,10235,41,S32_1374,101.89,4177.49,
2114,10250,31,S32_1374,105.88,3282.28,
2115,10263,31,S32_1374,79.91,2477.21,
2116,10275,23,S32_1374,81.91,1883.93,
2117,10285,37,S32_1374,98.89,3658.93,
2118,10297,26,S32_1374,109.88,2856.88,
2119,10308,24,S32_1374,79.91,1917.84,
2120,10318,47,S32_1374,112.88,5305.36,
2121,10329,45,S32_1374,63.91,2875.95,
2122,10340,55,S32_1374,117.87,6482.85,
2123,10353,46,S32_1374,81.17,3733.82,
2124,10363,50,S32_1374,131.53,6576.5,
2125,10375,37,S32_1374,171.71,6353.27,
2126,10387,44,S32_1374,94.9,4175.6,
2127,10401,49,S32_1374,101.89,4992.61,
2128,10416,45,S32_1374,105.88,4764.6,
2129,10108,27,S32_2206,43.45,1173.15,
2130,10122,31,S32_2206,44.66,1384.46,
2131,10135,33,S32_2206,40.23,1327.59,
2132,10145,31,S32_2206,35.8,1109.8,
2133,10169,26,S32_2206,39.83,1035.58,
2134,10180,34,S32_2206,45.46,1545.64,
2135,10190,46,S32_2206,32.99,1517.54,
2136,10211,41,S32_2206,42.24,1731.84,
2137,10224,43,S32_2206,39.43,1695.49,
2138,10237,26,S32_2206,40.23,1045.98,
2139,10252,36,S32_2206,48.28,1738.08,
2140,10264,20,S32_2206,32.59,651.8,
2141,10276,27,S32_2206,36.61,988.47,
2142,10285,37,S32_2206,41.03,1518.11,
2143,10299,24,S32_2206,42.24,1013.76,
2144,10310,36,S32_2206,43.05,1549.8,
2145,10319,29,S32_2206,38.22,1108.38,
2146,10331,28,S32_2206,146.52,4102.56,
2147,10343,29,S32_2206,128.04,3713.16,
2148,10355,38,S32_2206,39.83,1513.54,
2149,10364,48,S32_2206,48.28,2317.44,
2150,10378,40,S32_2206,82.46,3298.4,
2151,10390,41,S32_2206,44.56,1826.96,
2152,10403,30,S32_2206,40.23,1206.9,
2153,10104,35,S32_2509,47.62,1666.7,
2154,10114,28,S32_2509,55.73,1560.44,
2155,10127,45,S32_2509,51.95,2337.75,
2156,10141,24,S32_2509,45.99,1103.76,
2157,10151,41,S32_2509,63.85,2617.85,
2158,10165,48,S32_2509,45.99,2207.52,
2159,10175,50,S32_2509,63.31,3165.5,
2160,10184,33,S32_2509,62.77,2071.41,
2161,10195,32,S32_2509,43.29,1385.28,
2162,10207,27,S32_2509,60.06,1621.62,
2163,10219,35,S32_2509,55.19,1931.65,
2164,10229,23,S32_2509,54.11,1244.53,
2165,10246,35,S32_2509,48.7,1704.5,
2166,10259,40,S32_2509,43.83,1753.2,
2167,10271,35,S32_2509,47.62,1666.7,
2168,10281,31,S32_2509,55.19,1710.89,
2169,10292,50,S32_2509,46.53,2326.5,
2170,10305,40,S32_2509,57.9,2316.0,
2171,10313,38,S32_2509,45.45,1727.1,
2172,10325,38,S32_2509,232.74,8844.12,
2173,10335,40,S32_2509,60.6,2424.0,
2174,10349,33,S32_2509,46.53,1535.49,
2175,10359,36,S32_2509,176.63,6358.68,
2176,10371,20,S32_2509,66.47,1329.4,
2177,10383,32,S32_2509,53.18,1701.76,
2178,10394,36,S32_2509,62.77,2259.72,
2179,10412,19,S32_2509,48.7,925.3,
2180,10425,11,S32_2509,43.83,482.13,
2181,10104,49,S32_3207,65.87,3227.63,
2182,10116,27,S32_3207,63.38,1711.26,
2183,10127,29,S32_3207,70.84,2054.36,
2184,10142,42,S32_3207,74.57,3131.94,
2185,10152,33,S32_3207,50.95,1681.35,
2186,10165,44,S32_3207,53.44,2351.36,
2187,10176,22,S32_3207,64.0,1408.0,
2188,10184,48,S32_3207,50.95,2445.6,
2189,10195,33,S32_3207,54.68,1804.44,
2190,10207,45,S32_3207,56.55,2544.75,
2191,10220,20,S32_3207,52.82,1056.4,
2192,10230,46,S32_3207,60.9,2801.4,
2193,10247,40,S32_3207,49.71,1988.4,
2194,10272,45,S32_3207,64.63,2908.35,
2195,10282,36,S32_3207,59.65,2147.4,
2196,10292,31,S32_3207,67.73,2099.63,
2197,10306,46,S32_3207,50.33,2315.18,
2198,10314,35,S32_3207,66.49,2327.15,
2199,10325,28,S32_3207,192.05,5377.4,
2200,10336,31,S32_3207,84.71,2626.01,
2201,10350,27,S32_3207,163.2,4406.4,
2202,10359,22,S32_3207,195.51,4301.22,
2203,10371,30,S32_3207,99.55,2986.5,
2204,10383,44,S32_3207,36.07,1587.08,
2205,10394,30,S32_3207,60.28,1808.4,
2206,10413,24,S32_3207,49.71,1193.04,
2207,10103,45,S32_3522,75.63,3403.35,
2208,10113,23,S32_3522,68.52,1575.96,
2209,10126,26,S32_3522,62.7,1630.2,
2210,10140,28,S32_3522,60.76,1701.28,
2211,10150,49,S32_3522,58.18,2850.82,
2212,10164,49,S32_3522,54.94,2692.06,
2213,10175,29,S32_3522,74.98,2174.42,
2214,10183,49,S32_3522,64.64,3167.36,
2215,10194,39,S32_3522,54.94,2142.66,
2216,10206,36,S32_3522,58.82,2117.52,
2217,10217,39,S32_3522,62.05,2419.95,
2218,10229,30,S32_3522,73.04,2191.2,
2219,10245,44,S32_3522,69.16,3043.04,
2220,10258,20,S32_3522,61.41,1228.2,
2221,10270,21,S32_3522,63.35,1330.35,
2222,10281,36,S32_3522,77.57,2792.52,
2223,10291,32,S32_3522,71.75,2296.0,
2224,10304,36,S32_3522,73.04,2629.44,
2225,10313,34,S32_3522,56.24,1912.16,
2226,10324,48,S32_3522,171.03,8209.44,
2227,10348,31,S32_3522,101.29,3139.99,
2228,10358,36,S32_3522,157.49,5669.64,
2229,10370,25,S32_3522,126.41,3160.25,
2230,10382,48,S32_3522,141.66,6799.68,
2231,10411,27,S32_3522,69.16,1867.32,
2232,10424,44,S32_3522,61.41,2702.04,
2233,10106,33,S32_4289,72.92,2406.36,
2234,10120,29,S32_4289,72.23,2094.67,
2235,10133,49,S32_4289,57.1,2797.9,
2236,10144,20,S32_4289,81.86,1637.2,
2237,10168,31,S32_4289,73.61,2281.91,
2238,10210,39,S32_4289,59.16,2307.24,
2239,10223,20,S32_4289,66.04,1320.8,
2240,10235,34,S32_4289,77.73,2642.82,
2241,10250,50,S32_4289,61.22,3061.0,
2242,10262,40,S32_4289,79.11,3164.4,
2243,10275,28,S32_4289,63.97,1791.16,
2244,10284,50,S32_4289,81.86,4093.0,
2245,10297,28,S32_4289,79.8,2234.4,
2246,10308,46,S32_4289,66.04,3037.84,
2247,10316,24,S32_4289,59.16,1419.84,
2248,10328,24,S32_4289,81.17,1948.08,
2249,10340,39,S32_4289,59.16,2307.24,
2250,10353,40,S32_4289,44.51,1780.4,
2251,10361,49,S32_4289,72.33,3544.17,
2252,10375,44,S32_4289,82.26,3619.44,
2253,10388,35,S32_4289,111.97,3918.95,
2254,10398,22,S32_4289,67.41,1483.02,
2255,10401,62,S32_4289,77.73,4819.26,
2256,10416,26,S32_4289,61.22,1591.72,
2257,10108,31,S32_4485,118.38,3669.78,
2258,10121,25,S32_4485,86.74,2168.5,
2259,10135,30,S32_4485,89.8,2694.0,
2260,10145,27,S32_4485,120.42,3251.34,
2261,10169,34,S32_4485,115.32,3920.88,
2262,10180,22,S32_4485,114.3,2514.6,
2263,10190,42,S32_4485,85.72,3600.24,
2264,10211,37,S32_4485,109.19,4040.03,
2265,10224,30,S32_4485,111.23,3336.9,
2266,10237,27,S32_4485,115.32,3113.64,
2267,10252,25,S32_4485,113.28,2832.0,
2268,10264,34,S32_4485,97.97,3330.98,
2269,10276,38,S32_4485,113.28,4304.64,
2270,10285,26,S32_4485,100.01,2600.26,
2271,10299,38,S32_4485,115.32,4382.16,
2272,10309,50,S32_4485,84.7,4235.0,
2273,10319,22,S32_4485,119.4,2626.8,
2274,10331,32,S32_4485,157.08,5026.56,
2275,10341,31,S32_4485,71.02,2201.62,
2276,10355,40,S32_4485,108.17,4326.8,
2277,10365,22,S32_4485,155.69,3425.18,
2278,10375,41,S32_4485,114.68,4701.88,
2279,10390,45,S32_4485,48.98,2204.1,
2280,10403,45,S32_4485,115.32,5189.4,
2281,10106,39,S50_1341,40.15,1565.85,
2282,10120,49,S50_1341,50.62,2480.38,
2283,10133,27,S50_1341,50.19,1355.13,
2284,10143,34,S50_1341,36.66,1246.44,
2285,10156,20,S50_1341,41.02,820.4,
2286,10168,48,S50_1341,51.93,2492.64,
2287,10199,29,S50_1341,38.4,1113.6,
2288,10210,43,S50_1341,41.02,1763.86,
2289,10223,41,S50_1341,46.26,1896.66,
2290,10235,41,S50_1341,35.35,1449.35,
2291,10250,36,S50_1341,51.93,1869.48,
2292,10262,49,S50_1341,37.97,1860.53,
2293,10275,38,S50_1341,45.39,1724.82,
2294,10284,33,S50_1341,51.93,1713.69,
2295,10296,26,S50_1341,48.44,1259.44,
2296,10308,47,S50_1341,43.64,2051.08,
2297,10316,34,S50_1341,47.57,1617.38,
2298,10328,34,S50_1341,51.93,1765.62,
2299,10340,40,S50_1341,50.62,2024.8,
2300,10353,40,S50_1341,82.21,3288.4,
2301,10361,33,S50_1341,82.59,2725.47,
2302,10375,49,S50_1341,65.8,3224.2,
2303,10388,27,S50_1341,118.94,3211.38,
2304,10398,49,S50_1341,36.66,1796.34,
2305,10401,56,S50_1341,35.35,1979.6,
2306,10416,37,S50_1341,51.93,1921.41,
2307,10104,33,S50_1392,112.28,3705.24,
2308,10115,27,S50_1392,105.33,2843.91,
2309,10127,46,S50_1392,134.27,6176.42,
2310,10141,44,S50_1392,125.01,5500.44,
2311,10151,26,S50_1392,123.85,3220.1,
2312,10165,48,S50_1392,94.92,4556.16,
2313,10176,23,S50_1392,135.43,3114.89,
2314,10184,45,S50_1392,109.96,4948.2,
2315,10195,49,S50_1392,105.33,5161.17,
2316,10207,28,S50_1392,94.92,2657.76,
2317,10220,37,S50_1392,107.65,3983.05,
2318,10230,34,S50_1392,116.91,3974.94,
2319,10246,22,S50_1392,133.11,2928.42,
2320,10259,29,S50_1392,105.33,3054.57,
2321,10271,34,S50_1392,98.39,3345.26,
2322,10282,38,S50_1392,113.44,4310.72,
2323,10292,41,S50_1392,121.54,4983.14,
2324,10305,42,S50_1392,109.96,4618.32,
2325,10314,28,S50_1392,121.54,3403.12,
2326,10325,38,S50_1392,136.59,5190.42,
2327,10336,23,S50_1392,136.59,3141.57,
2328,10350,31,S50_1392,71.4,2213.4,
2329,10359,46,S50_1392,106.45,4896.7,
2330,10371,48,S50_1392,56.55,2714.4,
2331,10383,29,S50_1392,106.45,3087.05,
2332,10395,46,S50_1392,123.76,5692.96,
2333,10412,26,S50_1392,133.11,3460.86,
2334,10425,18,S50_1392,105.33,1895.94,
2335,10104,32,S50_1514,53.31,1705.92,
2336,10117,21,S50_1514,49.21,1033.41,
2337,10127,46,S50_1514,69.12,3179.52,
2338,10142,42,S50_1514,49.79,2091.18,
2339,10153,31,S50_1514,57.41,1779.71,
2340,10165,38,S50_1514,66.78,2537.64,
2341,10176,38,S50_1514,64.44,2448.72,
2342,10185,20,S50_1514,48.62,972.4,
2343,10196,46,S50_1514,62.09,2856.14,
2344,10208,30,S50_1514,65.61,1968.3,
2345,10220,30,S50_1514,68.54,2056.2,
2346,10230,43,S50_1514,52.14,2242.02,
2347,10247,49,S50_1514,63.85,3128.65,
2348,10272,43,S50_1514,56.82,2443.26,
2349,10282,37,S50_1514,66.78,2470.86,
2350,10292,35,S50_1514,55.07,1927.45,
2351,10306,34,S50_1514,60.34,2051.56,
2352,10314,38,S50_1514,61.51,2337.38,
2353,10325,44,S50_1514,134.84,5932.96,
2354,10337,21,S50_1514,109.37,2296.77,
2355,10350,44,S50_1514,147.52,6490.88,
2356,10359,25,S50_1514,64.93,1623.25,
2357,10372,24,S50_1514,58.58,1405.92,
2358,10383,38,S50_1514,60.06,2282.28,
2359,10395,45,S50_1514,199.49,8977.05,
2360,10413,51,S50_1514,63.85,3256.35,
2361,10108,34,S50_4713,82.99,2821.66,
2362,10121,44,S50_4713,74.85,3293.4,
2363,10135,44,S50_4713,96.0,4224.0,
