ORDERNUMBER,PRODUCTCODE,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,orderdetailid,dealsizeid,productid,SALES
10250,S24_1785,31,88.63,6,1472,3,59,2747.53
10262,S24_1785,34,97.38,1,1473,2,59,3310.92
10275,S24_1785,25,95.2,11,1474,2,59,2380.0
10284,S24_1785,22,105.04,3,1475,2,59,2310.88
10297,S24_1785,32,126.93,6,1476,1,59,4061.76
10308,S24_1785,31,112.7,9,1477,2,59,3493.7
10316,S24_1785,25,114.89,1,1478,2,59,2872.25
10328,S24_1785,47,87.54,14,1479,2,59,4114.38
10339,S24_1785,21,50.65,7,1480,1,59,1063.65
10353,S24_1785,28,71.73,2,1481,2,59,2008.44
10374,S24_1785,46,94.1,3,1482,2,59,4328.6
10386,S24_1785,33,41.71,11,1483,1,59,1376.43
10398,S24_1785,43,129.12,16,1484,2,59,5552.16
10401,S24_1785,38,96.29,5,1485,2,59,3659.02
10416,S24_1785,47,88.63,6,1486,2,59,4165.61
10101,S24_1937,45,31.2,3,1487,2,60,1404.0
10110,S24_1937,20,35.51,3,1488,2,60,710.2
10124,S24_1937,45,37.84,2,1489,1,60,1702.8
10149,S24_1937,36,33.19,7,1490,2,60,1194.84
10173,S24_1937,31,31.53,9,1491,2,60,977.43
10182,S24_1937,39,36.84,6,1492,1,60,1436.76
10193,S24_1937,26,29.21,10,1493,2,60,759.46
10205,S24_1937,32,37.17,5,1494,2,60,1189.44
10214,S24_1937,20,34.19,3,1495,2,60,683.8
10227,S24_1937,42,29.21,6,1496,1,60,1226.82
10243,S24_1937,33,29.54,1,1497,2,60,974.82
10280,S24_1937,20,28.88,12,1498,3,60,577.6
10288,S24_1937,29,38.17,1,1499,1,60,1106.93
10304,S24_1937,23,30.2,16,1500,3,60,694.6
10312,S24_1937,39,29.54,13,1501,3,60,1152.06
10322,S24_1937,20,131.2,3,1502,2,60,2624.0
10332,S24_1937,45,81.91,6,1503,2,60,3685.95
10344,S24_1937,20,35.18,6,1504,3,60,703.6
10356,S24_1937,48,202.5,5,1505,2,60,9720.0
10367,S24_1937,23,36.29,13,1506,1,60,834.67
10380,S24_1937,32,70.56,4,1507,1,60,2257.92
10391,S24_1937,33,252.87,8,1508,1,60,8344.71
10409,S24_1937,61,29.54,1,1509,1,60,1801.94
10420,S24_1937,45,26.88,1,1510,2,60,1209.6
10107,S24_2000,38,83.03,7,1511,1,61,3155.14
10120,S24_2000,34,83.79,5,1512,1,61,2848.86
10134,S24_2000,43,83.03,7,1513,2,61,3570.29
10145,S24_2000,47,83.03,11,1514,2,61,3902.41
10158,S24_2000,22,67.03,1,1515,1,61,1474.66
10168,S24_2000,29,75.41,6,1516,2,61,2186.89
10180,S24_2000,28,68.55,14,1517,1,61,1919.4
10188,S24_2000,40,91.4,6,1518,2,61,3656.0
10210,S24_2000,30,61.7,4,1519,2,61,1851.0
10223,S24_2000,38,69.31,6,1520,2,61,2633.78
10236,S24_2000,36,87.6,3,1521,1,61,3153.6
10250,S24_2000,32,87.6,1,1522,3,61,2803.2
10263,S24_2000,37,62.46,7,1523,2,61,2311.02
10275,S24_2000,30,79.98,6,1524,2,61,2399.4
10285,S24_2000,39,70.08,11,1525,2,61,2733.12
10297,S24_2000,32,65.51,1,1526,1,61,2096.32
10308,S24_2000,47,63.22,4,1527,2,61,2971.34
10318,S24_2000,26,86.83,6,1528,2,61,2257.58
10329,S24_2000,37,94.43,4,1529,2,61,3493.91
10340,S24_2000,55,79.98,8,1530,2,61,4398.9
10363,S24_2000,21,171.22,8,1531,1,61,3595.62
10375,S24_2000,23,106.23,9,1532,1,61,2443.29
10389,S24_2000,49,81.4,2,1533,1,61,3988.6
10402,S24_2000,59,87.6,3,1534,2,61,5168.4
10416,S24_2000,32,87.6,1,1535,2,61,2803.2
10105,S24_2011,43,147.47,9,1536,3,62,6341.21
10117,S24_2011,41,126.58,3,1537,2,62,5189.78
10129,S24_2011,45,133.95,9,1538,2,62,6027.75
10142,S24_2011,33,102.0,6,1539,3,62,3366.0
10153,S24_2011,40,136.41,5,1540,2,62,5456.4
10167,S24_2011,33,115.52,16,1541,2,62,3812.16
10177,S24_2011,50,121.66,7,1542,2,62,6083.0
10185,S24_2011,30,105.69,7,1543,2,62,3170.7
10197,S24_2011,41,110.6,13,1544,2,62,4534.6
10208,S24_2011,35,122.89,7,1545,3,62,4301.15
10221,S24_2011,49,138.87,1,1546,2,62,6804.63
10232,S24_2011,46,122.89,4,1547,2,62,5652.94
10248,S24_2011,48,145.01,10,1548,1,62,6960.48
10261,S24_2011,36,125.35,8,1549,2,62,4512.6
10273,S24_2011,22,126.58,11,1550,2,62,2784.76
10283,S24_2011,42,126.58,13,1551,1,62,5316.36
10293,S24_2011,21,140.09,2,1552,3,62,2941.89
10306,S24_2011,29,110.6,7,1553,2,62,3207.4
10315,S24_2011,35,120.43,6,1554,2,62,4215.05
10326,S24_2011,41,105.69,4,1555,2,62,4333.29
10337,S24_2011,29,71.97,4,1556,1,62,2087.13
10350,S24_2011,34,50.33,7,1557,1,62,1711.22
10372,S24_2011,37,105.69,8,1558,2,62,3910.53
10396,S24_2011,49,116.75,6,1559,2,62,5720.75
10414,S24_2011,23,145.01,10,1560,1,62,3335.23
10101,S24_2022,46,53.76,2,1561,2,63,2472.96
10110,S24_2022,39,44.35,2,1562,2,63,1729.65
10124,S24_2022,22,45.25,1,1563,1,63,995.5
10149,S24_2022,49,49.28,6,1564,2,63,2414.72
10173,S24_2022,27,41.22,8,1565,2,63,1112.94
10182,S24_2022,31,36.74,5,1566,1,63,1138.94
10193,S24_2022,20,50.62,9,1567,2,63,1012.4
10205,S24_2022,24,38.08,4,1568,2,63,913.92
10214,S24_2022,49,47.94,2,1569,2,63,2349.06
10227,S24_2022,24,48.38,5,1570,1,63,1161.12
10244,S24_2022,39,45.25,9,1571,2,63,1764.75
10255,S24_2022,37,45.7,2,1572,2,63,1690.9
10280,S24_2022,45,47.49,11,1573,3,63,2137.05
10289,S24_2022,45,48.38,4,1574,2,63,2177.1
10304,S24_2022,44,39.42,15,1575,3,63,1734.48
10312,S24_2022,23,37.63,12,1576,3,63,865.49
10322,S24_2022,30,116.67,4,1577,2,63,3500.1
10332,S24_2022,26,85.52,10,1578,2,63,2223.52
10345,S24_2022,43,53.76,1,1579,1,63,2311.68
10356,S24_2022,26,31.86,7,1580,2,63,828.36
10367,S24_2022,28,30.59,12,1581,1,63,856.52
10380,S24_2022,27,68.35,5,1582,1,63,1845.45
10391,S24_2022,24,168.42,1,1583,1,63,4042.08
10421,S24_2022,40,45.7,2,1584,2,63,1828.0
10103,S24_2300,36,102.23,1,1585,2,64,3680.28
10114,S24_2300,21,139.29,5,1586,2,64,2925.09
10126,S24_2300,27,126.51,1,1587,3,64,3415.77
10140,S24_2300,47,108.62,1,1588,3,64,5105.14
10151,S24_2300,42,121.4,8,1589,2,64,5098.8
10165,S24_2300,32,145.68,17,1590,3,64,4661.76
10175,S24_2300,28,106.07,6,1591,2,64,2969.96
10184,S24_2300,24,145.68,11,1592,2,64,3496.32
10194,S24_2300,49,117.57,1,1593,3,64,5760.93
10207,S24_2300,46,148.24,12,1594,2,64,6819.04
10217,S24_2300,28,112.46,1,1595,3,64,3148.88
10229,S24_2300,48,118.84,6,1596,2,64,5704.32
10246,S24_2300,29,121.4,10,1597,2,64,3520.6
10259,S24_2300,47,112.46,9,1598,2,64,5285.62
10271,S24_2300,43,130.35,10,1599,2,64,5605.05
10281,S24_2300,25,111.18,6,1600,3,64,2779.5
10291,S24_2300,48,112.46,1,1601,3,64,5398.08
10305,S24_2300,24,132.9,10,1602,2,64,3189.6
10313,S24_2300,42,132.9,4,1603,2,64,5581.8
10324,S24_2300,31,123.24,2,1604,1,64,3820.44
10334,S24_2300,42,131.62,5,1605,2,64,5528.04
10348,S24_2300,37,161.66,1,1606,1,64,5981.42
10358,S24_2300,41,138.65,7,1607,1,64,5684.65
10371,S24_2300,20,172.47,5,1608,2,64,3449.4
10382,S24_2300,20,132.72,3,1609,2,64,2654.4
10412,S24_2300,70,121.4,10,1610,2,64,8498.0
10425,S24_2300,49,112.46,9,1611,2,64,5510.54
10108,S24_2360,35,58.87,15,1612,2,65,2060.45
10121,S24_2360,32,76.88,2,1613,1,65,2460.16
10135,S24_2360,29,61.64,16,1614,3,65,1787.56
10145,S24_2360,27,60.95,3,1615,2,65,1645.65
10169,S24_2360,38,74.11,11,1616,2,65,2816.18
10180,S24_2360,35,72.03,6,1617,1,65,2521.05
10190,S24_2360,42,76.19,3,1618,2,65,3199.98
10211,S24_2360,21,63.72,11,1619,2,65,1338.12
10224,S24_2360,37,80.34,4,1620,2,65,2972.58
10237,S24_2360,26,79.65,4,1621,1,65,2070.9
10252,S24_2360,47,65.8,8,1622,1,65,3092.6
10264,S24_2360,37,65.1,6,1623,1,65,2408.7
10276,S24_2360,46,75.49,12,1624,3,65,3472.54
10285,S24_2360,38,59.56,3,1625,2,65,2263.28
10299,S24_2360,33,66.49,6,1626,1,65,2194.17
10309,S24_2360,24,56.1,2,1627,2,65,1346.4
10319,S24_2360,31,81.73,7,1628,2,65,2533.63
10330,S24_2360,42,81.03,1,1629,2,65,3403.26
10341,S24_2360,32,103.35,6,1630,3,65,3307.2
10355,S24_2360,41,70.65,3,1631,2,65,2896.65
10363,S24_2360,43,61.23,14,1632,1,65,2632.89
10375,S24_2360,20,102.3,14,1633,1,65,2046.0
10390,S24_2360,35,65.13,4,1634,2,65,2279.55
10403,S24_2360,27,79.65,4,1635,1,65,2150.55
10110,S24_2766,43,78.15,11,1636,2,66,3360.45
10124,S24_2766,32,72.7,10,1637,1,66,2326.4
10148,S24_2766,21,73.6,4,1638,1,66,1545.6
10161,S24_2766,20,107.23,3,1639,2,66,2144.6
10172,S24_2766,22,74.51,1,1640,2,66,1639.22
10182,S24_2766,36,73.6,14,1641,1,66,2649.6
10192,S24_2766,46,83.6,2,1642,2,66,3845.6
10204,S24_2766,47,96.32,8,1643,2,66,4527.04
10212,S24_2766,45,88.14,1,1644,2,66,3966.3
10227,S24_2766,47,88.14,14,1645,1,66,4142.58
10241,S24_2766,47,94.5,6,1646,1,66,4441.5
10267,S24_2766,38,87.24,3,1647,1,66,3315.12
10279,S24_2766,49,79.97,3,1648,1,66,3918.53
10288,S24_2766,35,80.87,9,1649,1,66,2830.45
10302,S24_2766,49,108.14,5,1650,3,66,5298.86
10311,S24_2766,28,93.6,4,1651,1,66,2620.8
10321,S24_2766,30,72.7,1,1652,1,66,2181.0
10332,S24_2766,39,86.72,7,1653,2,66,3382.08
10346,S24_2766,25,115.07,1,1654,1,66,2876.75
10368,S24_2766,40,102.68,2,1655,2,66,4107.2
10380,S24_2766,36,37.5,6,1656,1,66,1350.0
10407,S24_2766,76,94.5,6,1657,3,66,7182.0
10420,S24_2766,39,100.87,9,1658,2,66,3933.93
10104,S24_2840,44,39.6,10,1659,2,67,1742.4
10114,S24_2840,24,30.06,1,1660,2,67,721.44
10127,S24_2840,39,38.19,12,1661,3,67,1489.41
10141,S24_2840,21,42.43,6,1662,1,67,891.03
10151,S24_2840,30,40.31,4,1663,2,67,1209.3
10165,S24_2840,27,31.82,13,1664,3,67,859.14
10175,S24_2840,37,31.12,2,1665,2,67,1151.44
10184,S24_2840,42,31.82,7,1666,2,67,1336.44
10195,S24_2840,32,28.29,7,1667,2,67,905.28
10207,S24_2840,42,29.7,8,1668,2,67,1247.4
10219,S24_2840,21,40.31,3,1669,2,67,846.51
10229,S24_2840,33,32.88,2,1670,2,67,1085.04
10246,S24_2840,49,36.07,6,1671,2,67,1767.43
10259,S24_2840,31,33.24,5,1672,2,67,1030.44
10271,S24_2840,38,41.72,6,1673,2,67,1585.36
10281,S24_2840,20,40.66,2,1674,3,67,813.2
10292,S24_2840,39,30.06,9,1675,1,67,1172.34
10305,S24_2840,48,31.47,6,1676,2,67,1510.56
10314,S24_2840,39,37.13,15,1677,3,67,1448.07
10324,S24_2840,30,111.27,9,1678,1,67,3338.1
10335,S24_2840,33,37.13,2,1679,1,67,1225.29
10349,S24_2840,36,37.13,3,1680,2,67,1336.68
10358,S24_2840,36,82.94,4,1681,1,67,2985.84
10371,S24_2840,45,123.24,8,1682,2,67,5545.8
10383,S24_2840,40,152.24,3,1683,2,67,6089.6
10394,S24_2840,46,38.9,6,1684,2,67,1789.4
10412,S24_2840,30,36.07,6,1685,2,67,1082.1
10425,S24_2840,31,33.24,5,1686,2,67,1030.44
10106,S24_2841,49,74.68,13,1687,2,68,3659.32
10119,S24_2841,41,59.6,4,1688,2,68,2443.6
10131,S24_2841,35,67.14,5,1689,1,68,2349.9
10143,S24_2841,27,60.97,8,1690,2,68,1646.19
10155,S24_2841,23,72.62,6,1691,2,68,1670.26
10167,S24_2841,21,69.88,2,1692,2,68,1467.48
10178,S24_2841,34,80.84,5,1693,2,68,2748.56
10186,S24_2841,22,69.2,2,1694,2,68,1522.4
10198,S24_2841,48,67.82,5,1695,3,68,3255.36
10222,S24_2841,32,81.53,5,1696,2,68,2608.96
10249,S24_2841,20,67.82,1,1697,2,68,1356.4
10262,S24_2841,24,67.14,10,1698,2,68,1611.36
10274,S24_2841,40,65.08,2,1699,2,68,2603.2
10284,S24_2841,30,73.99,12,1700,2,68,2219.7
10296,S24_2841,21,71.25,8,1701,2,68,1496.25
10307,S24_2841,25,75.36,2,1702,1,68,1884.0
10316,S24_2841,34,63.71,10,1703,2,68,2166.14
10328,S24_2841,48,58.92,1,1704,2,68,2828.16
10339,S24_2841,55,112.99,12,1705,1,68,6214.45
10351,S24_2841,25,74.68,5,1706,2,68,1867.0
10373,S24_2841,38,70.44,7,1707,2,68,2676.72
10386,S24_2841,39,55.96,1,1708,1,68,2182.44
10398,S24_2841,28,57.55,3,1709,2,68,1611.4
10400,S24_2841,24,61.66,2,1710,3,68,1479.84
10415,S24_2841,21,67.82,1,1711,2,68,1424.22
10110,S24_2887,46,129.18,10,1712,2,69,5942.28
10124,S24_2887,25,93.95,9,1713,1,69,2348.75
10148,S24_2887,34,129.18,3,1714,1,69,4392.12
10161,S24_2887,25,110.39,2,1715,2,69,2759.75
10173,S24_2887,23,118.61,16,1716,2,69,2728.03
10182,S24_2887,20,119.79,13,1717,1,69,2395.8
10192,S24_2887,23,132.71,1,1718,2,69,3052.33
10204,S24_2887,42,101.0,7,1719,2,69,4242.0
10213,S24_2887,27,103.35,3,1720,2,69,2790.45
10227,S24_2887,33,131.53,13,1721,1,69,4340.49
10241,S24_2887,28,98.65,5,1722,1,69,2762.2
10267,S24_2887,43,108.04,2,1723,1,69,4645.72
10279,S24_2887,48,116.27,2,1724,1,69,5580.96
10288,S24_2887,48,136.23,8,1725,1,69,6539.04
10302,S24_2887,45,123.31,4,1726,3,69,5548.95
10311,S24_2887,43,106.87,3,1727,1,69,4595.41
10332,S24_2887,44,42.26,11,1728,2,69,1859.44
10346,S24_2887,24,87.24,5,1729,1,69,2093.76
10368,S24_2887,31,136.23,5,1730,2,69,4223.13
10380,S24_2887,44,36.29,7,1731,1,69,1596.76
10407,S24_2887,59,98.65,5,1732,3,69,5820.35
10420,S24_2887,55,96.3,8,1733,2,69,5296.5
10109,S24_2972,29,32.1,6,1734,2,70,930.9
10122,S24_2972,39,30.96,4,1735,3,70,1207.44
10135,S24_2972,20,35.87,1,1736,3,70,717.4
10147,S24_2972,25,42.67,1,1737,3,70,1066.75
10171,S24_2972,36,35.49,4,1738,2,70,1277.64
10181,S24_2972,37,42.67,8,1739,2,70,1578.79
10192,S24_2972,30,30.59,13,1740,2,70,917.7
10203,S24_2972,21,37.0,2,1741,2,70,777.0
10212,S24_2972,34,43.42,12,1742,2,70,1476.28
10225,S24_2972,42,36.63,3,1743,2,70,1538.46
10239,S24_2972,20,44.56,2,1744,1,70,891.2
10253,S24_2972,40,42.67,7,1745,2,70,1706.8
10266,S24_2972,34,40.4,8,1746,3,70,1373.6
10278,S24_2972,31,38.89,8,1747,2,70,1205.59
10287,S24_2972,36,39.65,6,1748,2,70,1427.4
10301,S24_2972,48,34.36,10,1749,2,70,1649.28
10310,S24_2972,33,41.91,4,1750,2,70,1383.03
10321,S24_2972,37,33.23,12,1751,1,70,1229.51
10331,S24_2972,27,42.24,13,1752,2,70,1140.48
10342,S24_2972,39,40.4,9,1753,2,70,1575.6
10355,S24_2972,36,38.52,4,1754,2,70,1386.72
10367,S24_2972,36,139.4,2,1755,1,70,5018.4
10378,S24_2972,41,142.85,7,1756,1,70,5856.85
10390,S24_2972,37,132.29,5,1757,2,70,4894.73
10405,S24_2972,47,44.56,2,1758,3,70,2094.32
10419,S24_2972,15,42.67,7,1759,1,70,640.05
10105,S24_3151,44,72.58,4,1760,3,71,3193.52
10119,S24_3151,35,87.62,13,1761,2,71,3066.7
10129,S24_3151,41,94.71,4,1762,2,71,3883.11
10142,S24_3151,49,98.25,1,1763,3,71,4814.25
10154,S24_3151,31,91.17,2,1764,1,71,2826.27
10167,S24_3151,20,79.66,11,1765,2,71,1593.2
10177,S24_3151,45,72.58,2,1766,2,71,3266.1
10185,S24_3151,33,74.35,2,1767,2,71,2453.55
10197,S24_3151,47,83.2,8,1768,2,71,3910.4
10208,S24_3151,20,89.4,2,1769,3,71,1788.0
10222,S24_3151,47,70.81,14,1770,2,71,3328.07
10233,S24_3151,40,94.71,2,1771,2,71,3788.4
10248,S24_3151,30,101.79,5,1772,1,71,3053.7
10261,S24_3151,22,91.17,3,1773,2,71,2005.74
10273,S24_3151,27,103.56,6,1774,2,71,2796.12
10283,S24_3151,34,92.94,8,1775,1,71,3159.96
10295,S24_3151,46,84.97,3,1776,2,71,3908.62
10306,S24_3151,31,84.08,2,1777,2,71,2606.48
10315,S24_3151,24,86.74,1,1778,2,71,2081.76
10326,S24_3151,41,85.85,3,1779,2,71,3519.85
10339,S24_3151,55,195.6,13,1780,1,71,10758.0
10350,S24_3151,30,100.7,9,1781,1,71,3021.0
10373,S24_3151,33,57.32,12,1782,2,71,1891.56
10396,S24_3151,27,83.2,7,1783,2,71,2246.4
10414,S24_3151,60,101.79,5,1784,1,71,6107.4
10110,S24_3191,27,73.62,12,1785,2,72,1987.74
10124,S24_3191,49,83.04,11,1786,1,72,4068.96
10148,S24_3191,31,73.62,5,1787,1,72,2282.22
10161,S24_3191,20,77.05,4,1788,2,72,1541.0
10172,S24_3191,24,81.33,2,1789,2,72,1951.92
10182,S24_3191,33,94.17,15,1790,1,72,3107.61
10192,S24_3191,32,72.77,3,1791,2,72,2328.64
10204,S24_3191,40,79.62,9,1792,2,72,3184.8
10212,S24_3191,27,79.62,2,1793,2,72,2149.74
10227,S24_3191,40,79.62,15,1794,1,72,3184.8
10241,S24_3191,26,81.33,7,1795,1,72,2114.58
10267,S24_3191,44,96.74,4,1796,1,72,4256.56
10279,S24_3191,33,71.06,4,1797,1,72,2344.98
10288,S24_3191,34,68.49,10,1798,1,72,2328.66
10302,S24_3191,48,74.48,6,1799,3,72,3575.04
10311,S24_3191,25,83.04,5,1800,1,72,2076.0
10321,S24_3191,39,84.75,2,1801,1,72,3305.25
10332,S24_3191,45,34.19,12,1802,2,72,1538.55
10346,S24_3191,24,138.58,2,1803,1,72,3325.92
10368,S24_3191,46,79.62,1,1804,2,72,3662.52
10380,S24_3191,44,79.06,9,1805,1,72,3478.64
10407,S24_3191,13,81.33,7,1806,3,72,1057.29
10420,S24_3191,35,96.74,10,1807,2,72,3385.9
10108,S24_3371,30,63.07,5,1808,2,73,1892.1
10122,S24_3371,34,50.21,9,1809,3,73,1707.14
10135,S24_3371,27,66.13,6,1810,3,73,1785.51
10147,S24_3371,30,68.58,6,1811,3,73,2057.4
10169,S24_3371,34,50.21,1,1812,2,73,1707.14
10181,S24_3371,23,65.52,13,1813,2,73,1506.96
10191,S24_3371,48,60.01,2,1814,2,73,2880.48
10203,S24_3371,34,64.9,7,1815,2,73,2206.6
10211,S24_3371,48,48.98,1,1816,2,73,2351.04
10225,S24_3371,24,50.21,8,1817,2,73,1205.04
10238,S24_3371,47,62.45,2,1818,2,73,2935.15
10253,S24_3371,24,52.66,12,1819,2,73,1263.84
10266,S24_3371,47,62.45,13,1820,3,73,2935.15
10276,S24_3371,20,61.23,2,1821,3,73,1224.6
10287,S24_3371,20,67.97,11,1822,2,73,1359.4
10300,S24_3371,31,58.78,4,1823,2,73,1822.18
10310,S24_3371,38,56.94,9,1824,2,73,2163.72
10320,S24_3371,26,61.23,2,1825,2,73,1591.98
10331,S24_3371,25,123.14,9,1826,2,73,3078.5
10342,S24_3371,48,62.45,10,1827,2,73,2997.6
10355,S24_3371,44,62.45,6,1828,2,73,2747.8
10363,S24_3371,21,116.56,15,1829,1,73,2447.76
10378,S24_3371,46,41.54,6,1830,1,73,1910.84
10390,S24_3371,46,52.84,6,1831,2,73,2430.64
10419,S24_3371,55,52.66,12,1832,1,73,2896.3
10106,S24_3420,31,52.6,14,1833,2,74,1630.6
10119,S24_3420,20,72.98,5,1834,2,74,1459.6
10131,S24_3420,29,59.18,6,1835,1,74,1716.22
10143,S24_3420,33,77.59,9,1836,2,74,2560.47
10155,S24_3420,34,55.89,7,1837,2,74,1900.26
10167,S24_3420,32,63.12,3,1838,2,74,2019.84
10178,S24_3420,27,73.64,6,1839,2,74,1988.28
10186,S24_3420,21,69.04,3,1840,2,74,1449.84
10198,S24_3420,27,71.67,6,1841,3,74,1935.09
10222,S24_3420,43,70.35,6,1842,2,74,3025.05
10249,S24_3420,25,69.7,2,1843,2,74,1742.5
10262,S24_3420,46,70.35,11,1844,2,74,3236.1
10274,S24_3420,24,72.33,3,1845,2,74,1735.92
10284,S24_3420,39,71.67,13,1846,2,74,2795.13
10296,S24_3420,31,53.92,9,1847,2,74,1671.52
10307,S24_3420,22,71.67,3,1848,1,74,1576.74
10316,S24_3420,47,76.93,11,1849,2,74,3615.71
10328,S24_3420,20,72.98,2,1850,2,74,1459.6
10339,S24_3420,29,99.69,14,1851,1,74,2891.01
10351,S24_3420,38,68.38,4,1852,2,74,2598.44
10361,S24_3420,34,113.88,6,1853,1,74,3871.92
10373,S24_3420,46,66.0,11,1854,2,74,3036.0
10386,S24_3420,35,63.76,9,1855,1,74,2231.6
10398,S24_3420,34,71.67,13,1856,2,74,2436.78
10400,S24_3420,38,57.2,3,1857,3,74,2173.6
10415,S24_3420,18,69.7,2,1858,2,74,1254.6
10110,S24_3432,37,100.66,14,1859,2,75,3724.42
10124,S24_3432,43,121.0,13,1860,1,75,5203.0
10148,S24_3432,27,128.5,7,1861,1,75,3469.5
10161,S24_3432,30,104.94,6,1862,2,75,3148.2
10172,S24_3432,22,98.51,4,1863,2,75,2167.22
10182,S24_3432,49,127.43,17,1864,1,75,6244.07
10192,S24_3432,46,121.0,5,1865,2,75,5566.0
10204,S24_3432,48,91.02,11,1866,2,75,4368.96
10212,S24_3432,46,87.81,4,1867,2,75,4039.26
10226,S24_3432,48,92.09,2,1868,2,75,4420.32
10241,S24_3432,27,86.73,9,1869,1,75,2341.71
10267,S24_3432,43,118.86,6,1870,1,75,5110.98
10279,S24_3432,48,128.5,6,1871,1,75,6168.0
10288,S24_3432,41,118.86,12,1872,1,75,4873.26
10301,S24_3432,22,96.37,2,1873,2,75,2120.14
10311,S24_3432,46,92.09,7,1874,1,75,4236.14
10321,S24_3432,21,89.95,4,1875,1,75,1888.95
10332,S24_3432,31,37.18,13,1876,2,75,1152.58
10346,S24_3432,26,95.88,6,1877,1,75,2492.88
10368,S24_3432,20,99.58,4,1878,2,75,1991.6
10380,S24_3432,34,116.27,11,1879,1,75,3953.18
10407,S24_3432,43,86.73,9,1880,3,75,3729.39
10420,S24_3432,26,100.66,12,1881,2,75,2617.16
10105,S24_3816,50,79.67,1,1882,3,76,3983.5
10119,S24_3816,35,90.57,10,1883,2,76,3169.95
10129,S24_3816,50,77.99,1,1884,2,76,3899.5
10143,S24_3816,23,80.51,14,1885,2,76,1851.73
10155,S24_3816,37,67.93,12,1886,2,76,2513.41
10167,S24_3816,29,83.86,8,1887,2,76,2431.94
10178,S24_3816,21,72.12,11,1888,2,76,1514.52
10186,S24_3816,36,85.54,8,1889,2,76,3079.44
10197,S24_3816,22,86.38,5,1890,2,76,1900.36
10222,S24_3816,46,80.51,11,1891,2,76,3703.46
10248,S24_3816,23,76.31,2,1892,1,76,1755.13
10262,S24_3816,49,87.21,16,1893,2,76,4273.29
10273,S24_3816,48,83.02,3,1894,2,76,3984.96
10283,S24_3816,33,72.96,5,1895,1,76,2407.68
10296,S24_3816,22,77.15,14,1896,2,76,1697.3
10307,S24_3816,22,91.41,8,1897,1,76,2011.02
10316,S24_3816,25,92.25,16,1898,2,76,2306.25
10326,S24_3816,20,92.25,2,1899,2,76,1845.0
10339,S24_3816,42,59.36,16,1900,1,76,2493.12
10350,S24_3816,25,60.34,10,1901,1,76,1508.5
10373,S24_3816,23,104.1,10,1902,2,76,2394.3
10385,S24_3816,37,85.54,2,1903,2,76,3164.98
10396,S24_3816,37,90.57,8,1904,2,76,3351.09
10400,S24_3816,42,72.96,8,1905,3,76,3064.32
10414,S24_3816,51,76.31,2,1906,1,76,3891.81
10108,S24_3856,40,136.22,1,1907,2,77,5448.8
10122,S24_3856,43,127.79,5,1908,3,77,5494.97
10135,S24_3856,47,134.81,2,1909,3,77,6336.07
10147,S24_3856,23,126.39,2,1910,3,77,2906.97
10170,S24_3856,34,112.34,1,1911,2,77,3819.56
10181,S24_3856,25,154.47,9,1912,2,77,3861.75
10192,S24_3856,45,140.43,14,1913,2,77,6319.35
10203,S24_3856,47,148.86,3,1914,2,77,6996.42
10212,S24_3856,49,141.83,13,1915,2,77,6949.67
10225,S24_3856,40,113.75,4,1916,2,77,4550.0
10239,S24_3856,29,154.47,3,1917,1,77,4479.63
10253,S24_3856,39,132.0,8,1918,2,77,5148.0
10266,S24_3856,24,122.17,9,1919,3,77,2932.08
10278,S24_3856,25,126.39,9,1920,2,77,3159.75
10287,S24_3856,36,119.37,7,1921,2,77,4297.32
10301,S24_3856,50,154.47,11,1922,2,77,7723.5
10310,S24_3856,45,122.17,5,1923,2,77,5497.65
10321,S24_3856,26,155.88,13,1924,1,77,4052.88
10331,S24_3856,21,149.33,1,1925,2,77,3135.93
10342,S24_3856,42,119.37,6,1926,2,77,5013.54
10355,S24_3856,32,165.71,8,1927,2,77,5302.72
10363,S24_3856,31,94.58,1,1928,1,77,2931.98
10378,S24_3856,33,53.27,3,1929,1,77,1757.91
10390,S24_3856,45,150.29,8,1930,2,77,6763.05
10405,S24_3856,76,154.47,3,1931,3,77,11739.7
10419,S24_3856,70,132.0,8,1932,1,77,9240.0
10106,S24_3949,50,64.83,11,1933,2,78,3241.5
10119,S24_3949,28,70.29,2,1934,2,78,1968.12
10131,S24_3949,50,81.89,3,1935,1,78,4094.5
10143,S24_3949,28,66.19,6,1936,2,78,1853.32
10155,S24_3949,44,77.11,4,1937,2,78,3392.84
10168,S24_3949,27,73.02,18,1938,2,78,1971.54
10178,S24_3949,30,72.33,3,1939,2,78,2169.9
10198,S24_3949,43,66.19,3,1940,3,78,2846.17
10210,S24_3949,29,69.6,16,1941,2,78,2018.4
10222,S24_3949,48,56.64,3,1942,2,78,2718.72
10235,S24_3949,33,60.05,12,1943,1,78,1981.65
10250,S24_3949,40,75.06,13,1944,3,78,3002.4
10262,S24_3949,48,61.42,8,1945,2,78,2948.16
10275,S24_3949,41,81.89,18,1946,2,78,3357.49
10284,S24_3949,21,55.96,10,1947,2,78,1175.16
10296,S24_3949,32,71.65,6,1948,2,78,2292.8
10308,S24_3949,43,76.43,16,1949,2,78,3286.49
10316,S24_3949,30,77.79,8,1950,2,78,2333.7
10328,S24_3949,35,76.43,3,1951,2,78,2675.05
10339,S24_3949,45,96.92,11,1952,1,78,4361.4
